periodo,anio,fecha_descarga,distrito_fiscal,tipo_fiscalia,materia,especialidad,tipo_caso,especilizada,ingresado,atendido,ubigeo_pjfs,dpto_pjfs,prov_pjfs,dist_pjfs,fecha_corte
ENERO - MAYO,2026,08/06/2026,AMAZONAS,SUPERIOR,CIVIL,CIVIL,EXPEDIENTE,,2,2,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,23/06/2026
ENERO - MAYO,2026,08/06/2026,AMAZONAS,SUPERIOR,FAMILIA,FAMILIA CIVIL,EXPEDIENTE,,4,3,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,23/06/2026
ENERO - MAYO,2026,08/06/2026,AMAZONAS,SUPERIOR,FAMILIA,FAMILIA PENAL,EXPEDIENTE,,4,3,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,23/06/2026
ENERO - MAYO,2026,08/06/2026,AMAZONAS,SUPERIOR,FAMILIA,FAMILIA PENAL,INCIDENTE,,4,1,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,23/06/2026
ENERO - MAYO,2026,08/06/2026,AMAZONAS,SUPERIOR,FAMILIA,FAMILIA TUTELAR,EXPEDIENTE,,1,1,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,23/06/2026
ENERO - MAYO,2026,08/06/2026,AMAZONAS,SUPERIOR,FAMILIA,VIOLENCIA FAMILIAR,EXPEDIENTE,,45,29,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,23/06/2026
ENERO - MAYO,2026,08/06/2026,AMAZONAS,SUPERIOR,FAMILIA,VIOLENCIA FAMILIAR,INCIDENTE,,35,28,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,23/06/2026
ENERO - MAYO,2026,08/06/2026,ANCASH,PROVINCIAL,CIVIL,CIVIL,EXPEDIENTE,,8,7,020101,ANCASH,HUARAZ,HUARAZ,23/06/2026
ENERO - MAYO,2026,08/06/2026,ANCASH,PROVINCIAL,FAMILIA,ACTOS CONTRA LA LIBERTAD SEXUAL,DENUNCIA,,19,12,020101,ANCASH,HUARAZ,HUARAZ,23/06/2026
ENERO - MAYO,2026,08/06/2026,ANCASH,PROVINCIAL,FAMILIA,FAMILIA CIVIL,EXPEDIENTE,,311,270,020101,ANCASH,HUARAZ,HUARAZ,23/06/2026
ENERO - MAYO,2026,08/06/2026,ANCASH,PROVINCIAL,FAMILIA,FAMILIA PENAL,DENUNCIA,,206,174,020101,ANCASH,HUARAZ,HUARAZ,23/06/2026
ENERO - MAYO,2026,08/06/2026,ANCASH,PROVINCIAL,FAMILIA,FAMILIA PENAL,EXPEDIENTE,,32,28,020101,ANCASH,HUARAZ,HUARAZ,23/06/2026
ENERO - MAYO,2026,08/06/2026,ANCASH,PROVINCIAL,FAMILIA,FAMILIA TUTELAR,DENUNCIA,,313,240,020101,ANCASH,HUARAZ,HUARAZ,23/06/2026
ENERO - MAYO,2026,08/06/2026,ANCASH,PROVINCIAL,FAMILIA,FAMILIA TUTELAR,EXPEDIENTE,,34,26,020101,ANCASH,HUARAZ,HUARAZ,23/06/2026
ENERO - MAYO,2026,08/06/2026,ANCASH,PROVINCIAL,FAMILIA,VIOLENCIA FAMILIAR,DENUNCIA,,19,12,020101,ANCASH,HUARAZ,HUARAZ,23/06/2026
ENERO - MAYO,2026,08/06/2026,ANCASH,PROVINCIAL,PENAL,PENAL,DENUNCIA,DELITOS DE CORRUPCION DE FUNCIONARIOS,377,342,020101,ANCASH,HUARAZ,HUARAZ,23/06/2026
ENERO - MAYO,2026,08/06/2026,ANCASH,PROVINCIAL,PENAL,PENAL,DENUNCIA,MATERIA AMBIENTAL,79,77,020101,ANCASH,HUARAZ,HUARAZ,23/06/2026
ENERO - MAYO,2026,08/06/2026,ANCASH,PROVINCIAL,PENAL,PENAL,DENUNCIA,VIOLENCIA CONTRA LA MUJER Y LOS INTEGRANTES DEL GRUPO FAMILIAR,1449,1416,020101,ANCASH,HUARAZ,HUARAZ,23/06/2026
ENERO - MAYO,2026,08/06/2026,ANCASH,PROVINCIAL,PENAL,PENAL,DENUNCIA,,7767,7458,020101,ANCASH,HUARAZ,HUARAZ,23/06/2026
ENERO - MAYO,2026,08/06/2026,ANCASH,PROVINCIAL,PENAL,PENAL,EXPEDIENTE,,1,1,020101,ANCASH,HUARAZ,HUARAZ,23/06/2026
ENERO - MAYO,2026,08/06/2026,ANCASH,PROVINCIAL,PENAL,PENAL,INVESTIGACION PREVENTIVA,,50,42,020101,ANCASH,HUARAZ,HUARAZ,23/06/2026
ENERO - MAYO,2026,08/06/2026,ANCASH,SUPERIOR,CIVIL,CIVIL,EXPEDIENTE,,9,9,020101,ANCASH,HUARAZ,HUARAZ,23/06/2026
ENERO - MAYO,2026,08/06/2026,ANCASH,SUPERIOR,FAMILIA,FAMILIA CIVIL,EXPEDIENTE,,90,82,020101,ANCASH,HUARAZ,HUARAZ,23/06/2026
ENERO - MAYO,2026,08/06/2026,ANCASH,SUPERIOR,FAMILIA,FAMILIA PENAL,EXPEDIENTE,,8,8,020101,ANCASH,HUARAZ,HUARAZ,23/06/2026
ENERO - MAYO,2026,08/06/2026,ANCASH,SUPERIOR,FAMILIA,FAMILIA TUTELAR,EXPEDIENTE,,7,6,020101,ANCASH,HUARAZ,HUARAZ,23/06/2026
ENERO - MAYO,2026,08/06/2026,ANCASH,SUPERIOR,FAMILIA,VIOLENCIA FAMILIAR,EXPEDIENTE,,139,132,020101,ANCASH,HUARAZ,HUARAZ,23/06/2026
ENERO - MAYO,2026,08/06/2026,ANCASH,SUPERIOR,FAMILIA,VIOLENCIA FAMILIAR,INCIDENTE,,9,7,020101,ANCASH,HUARAZ,HUARAZ,23/06/2026
ENERO - MAYO,2026,08/06/2026,ANCASH,SUPERIOR,PENAL,PENAL,APELACION DENUNCIA,DELITOS DE CORRUPCION DE FUNCIONARIOS,90,90,020101,ANCASH,HUARAZ,HUARAZ,23/06/2026
ENERO - MAYO,2026,08/06/2026,ANCASH,SUPERIOR,PENAL,PENAL,CONSULTAS,DELITOS DE CORRUPCION DE FUNCIONARIOS,32,32,020101,ANCASH,HUARAZ,HUARAZ,23/06/2026
ENERO - MAYO,2026,08/06/2026,ANCASH,SUPERIOR,PENAL,PENAL,DENUNCIA,DELITOS DE CORRUPCION DE FUNCIONARIOS,16,16,020101,ANCASH,HUARAZ,HUARAZ,23/06/2026
ENERO - MAYO,2026,08/06/2026,ANCASH,SUPERIOR,PENAL,PENAL,EXCLUSION FISCAL,DELITOS DE CORRUPCION DE FUNCIONARIOS,7,7,020101,ANCASH,HUARAZ,HUARAZ,23/06/2026
ENERO - MAYO,2026,08/06/2026,ANCASH,SUPERIOR,PENAL,PENAL,EXPEDIENTE,DELITOS DE CORRUPCION DE FUNCIONARIOS,4,4,020101,ANCASH,HUARAZ,HUARAZ,23/06/2026
ENERO - MAYO,2026,08/06/2026,ANCASH,SUPERIOR,PENAL,PENAL,INCIDENTE-EXPEDIENTE,DELITOS DE CORRUPCION DE FUNCIONARIOS,2,2,020101,ANCASH,HUARAZ,HUARAZ,23/06/2026
ENERO - MAYO,2026,08/06/2026,ANCASH,SUPERIOR,PENAL,PENAL,QUEJAS,DELITOS DE CORRUPCION DE FUNCIONARIOS,98,98,020101,ANCASH,HUARAZ,HUARAZ,23/06/2026
ENERO - MAYO,2026,08/06/2026,APURIMAC,PROVINCIAL,CIVIL,CIVIL,EXPEDIENTE,,19,13,030101,APURIMAC,ABANCAY,ABANCAY,23/06/2026
ENERO - MAYO,2026,08/06/2026,APURIMAC,PROVINCIAL,FAMILIA,ACTOS CONTRA LA LIBERTAD SEXUAL,DENUNCIA,,2,1,030101,APURIMAC,ABANCAY,ABANCAY,23/06/2026
ENERO - MAYO,2026,08/06/2026,APURIMAC,PROVINCIAL,FAMILIA,FAMILIA CIVIL,EXPEDIENTE,,213,195,030101,APURIMAC,ABANCAY,ABANCAY,23/06/2026
ENERO - MAYO,2026,08/06/2026,APURIMAC,PROVINCIAL,FAMILIA,FAMILIA PENAL,DENUNCIA,,207,166,030101,APURIMAC,ABANCAY,ABANCAY,23/06/2026
ENERO - MAYO,2026,08/06/2026,APURIMAC,PROVINCIAL,FAMILIA,FAMILIA PENAL,EXPEDIENTE,,32,31,030101,APURIMAC,ABANCAY,ABANCAY,23/06/2026
ENERO - MAYO,2026,08/06/2026,APURIMAC,PROVINCIAL,FAMILIA,FAMILIA TUTELAR,DENUNCIA,,1281,1049,030101,APURIMAC,ABANCAY,ABANCAY,23/06/2026
ENERO - MAYO,2026,08/06/2026,APURIMAC,PROVINCIAL,FAMILIA,FAMILIA TUTELAR,EXPEDIENTE,,127,109,030101,APURIMAC,ABANCAY,ABANCAY,23/06/2026
ENERO - MAYO,2026,08/06/2026,APURIMAC,PROVINCIAL,FAMILIA,VIOLENCIA FAMILIAR,DENUNCIA,,6,3,030101,APURIMAC,ABANCAY,ABANCAY,23/06/2026
ENERO - MAYO,2026,08/06/2026,APURIMAC,PROVINCIAL,PENAL,PENAL,DENUNCIA,CONTRA LA CRIMINALIDAD ORGANIZADA,20,19,030101,APURIMAC,ABANCAY,ABANCAY,23/06/2026
ENERO - MAYO,2026,08/06/2026,APURIMAC,PROVINCIAL,PENAL,PENAL,DENUNCIA,DELITOS DE CORRUPCION DE FUNCIONARIOS,141,130,030101,APURIMAC,ABANCAY,ABANCAY,23/06/2026
ENERO - MAYO,2026,08/06/2026,APURIMAC,PROVINCIAL,PENAL,PENAL,DENUNCIA,DELITOS DE TRAFICO ILICITO DE DROGAS,22,22,030101,APURIMAC,ABANCAY,ABANCAY,23/06/2026
ENERO - MAYO,2026,08/06/2026,APURIMAC,PROVINCIAL,PENAL,PENAL,DENUNCIA,MATERIA AMBIENTAL,83,80,030101,APURIMAC,ABANCAY,ABANCAY,23/06/2026
ENERO - MAYO,2026,08/06/2026,APURIMAC,PROVINCIAL,PENAL,PENAL,DENUNCIA,,7001,5778,030101,APURIMAC,ABANCAY,ABANCAY,23/06/2026
ENERO - MAYO,2026,08/06/2026,APURIMAC,PROVINCIAL,PENAL,PENAL,EXPEDIENTE,DELITOS DE TRAFICO ILICITO DE DROGAS,1,0,030101,APURIMAC,ABANCAY,ABANCAY,23/06/2026
ENERO - MAYO,2026,08/06/2026,APURIMAC,PROVINCIAL,PENAL,PENAL,EXPEDIENTE,,3,1,030101,APURIMAC,ABANCAY,ABANCAY,23/06/2026
ENERO - MAYO,2026,08/06/2026,APURIMAC,PROVINCIAL,PENAL,PENAL,INVESTIGACION PREVENTIVA,MATERIA AMBIENTAL,2,1,030101,APURIMAC,ABANCAY,ABANCAY,23/06/2026
ENERO - MAYO,2026,08/06/2026,APURIMAC,PROVINCIAL,PENAL,PENAL,INVESTIGACION PREVENTIVA,,35,33,030101,APURIMAC,ABANCAY,ABANCAY,23/06/2026
ENERO - MAYO,2026,08/06/2026,APURIMAC,SUPERIOR,FAMILIA,FAMILIA CIVIL,EXPEDIENTE,,30,29,030101,APURIMAC,ABANCAY,ABANCAY,23/06/2026
ENERO - MAYO,2026,08/06/2026,APURIMAC,SUPERIOR,FAMILIA,FAMILIA CIVIL,INCIDENTE,,6,6,030101,APURIMAC,ABANCAY,ABANCAY,23/06/2026
ENERO - MAYO,2026,08/06/2026,APURIMAC,SUPERIOR,FAMILIA,FAMILIA PENAL,EXPEDIENTE,,4,4,030101,APURIMAC,ABANCAY,ABANCAY,23/06/2026
ENERO - MAYO,2026,08/06/2026,APURIMAC,SUPERIOR,FAMILIA,FAMILIA TUTELAR,EXPEDIENTE,,4,4,030101,APURIMAC,ABANCAY,ABANCAY,23/06/2026
ENERO - MAYO,2026,08/06/2026,APURIMAC,SUPERIOR,FAMILIA,VIOLENCIA FAMILIAR,EXPEDIENTE,,11,11,030101,APURIMAC,ABANCAY,ABANCAY,23/06/2026
ENERO - MAYO,2026,08/06/2026,APURIMAC,SUPERIOR,FAMILIA,VIOLENCIA FAMILIAR,INCIDENTE,,31,31,030101,APURIMAC,ABANCAY,ABANCAY,23/06/2026
ENERO - MAYO,2026,08/06/2026,APURIMAC,SUPERIOR,PENAL,PENAL,APELACION DENUNCIA,DELITOS DE CORRUPCION DE FUNCIONARIOS,31,31,030101,APURIMAC,ABANCAY,ABANCAY,23/06/2026
ENERO - MAYO,2026,08/06/2026,APURIMAC,SUPERIOR,PENAL,PENAL,CONSULTAS,DELITOS DE CORRUPCION DE FUNCIONARIOS,2,2,030101,APURIMAC,ABANCAY,ABANCAY,23/06/2026
ENERO - MAYO,2026,08/06/2026,APURIMAC,SUPERIOR,PENAL,PENAL,DENUNCIA,DELITOS DE CORRUPCION DE FUNCIONARIOS,4,4,030101,APURIMAC,ABANCAY,ABANCAY,23/06/2026
ENERO - MAYO,2026,08/06/2026,APURIMAC,SUPERIOR,PENAL,PENAL,QUEJAS,DELITOS DE CORRUPCION DE FUNCIONARIOS,19,19,030101,APURIMAC,ABANCAY,ABANCAY,23/06/2026
ENERO - MAYO,2026,08/06/2026,AREQUIPA,PROVINCIAL,CIVIL,CIVIL,EXPEDIENTE,,73,54,040101,AREQUIPA,AREQUIPA,AREQUIPA,23/06/2026
ENERO - MAYO,2026,08/06/2026,AREQUIPA,PROVINCIAL,FAMILIA,FAMILIA CIVIL,EXPEDIENTE,,752,718,040101,AREQUIPA,AREQUIPA,AREQUIPA,23/06/2026
ENERO - MAYO,2026,08/06/2026,AREQUIPA,PROVINCIAL,FAMILIA,FAMILIA PENAL,DENUNCIA,,454,408,040101,AREQUIPA,AREQUIPA,AREQUIPA,23/06/2026
ENERO - MAYO,2026,08/06/2026,AREQUIPA,PROVINCIAL,FAMILIA,FAMILIA PENAL,EXPEDIENTE,,75,74,040101,AREQUIPA,AREQUIPA,AREQUIPA,23/06/2026
ENERO - MAYO,2026,08/06/2026,AREQUIPA,PROVINCIAL,FAMILIA,FAMILIA TUTELAR,DENUNCIA,,311,281,040101,AREQUIPA,AREQUIPA,AREQUIPA,23/06/2026
ENERO - MAYO,2026,08/06/2026,AREQUIPA,PROVINCIAL,FAMILIA,FAMILIA TUTELAR,EXPEDIENTE,,118,115,040101,AREQUIPA,AREQUIPA,AREQUIPA,23/06/2026
ENERO - MAYO,2026,08/06/2026,AREQUIPA,PROVINCIAL,FAMILIA,VIOLENCIA FAMILIAR,DENUNCIA,,3,2,040101,AREQUIPA,AREQUIPA,AREQUIPA,23/06/2026
ENERO - MAYO,2026,08/06/2026,AREQUIPA,PROVINCIAL,PENAL,PENAL,DENUNCIA,CONTRA LA CRIMINALIDAD ORGANIZADA,37,34,040101,AREQUIPA,AREQUIPA,AREQUIPA,23/06/2026
ENERO - MAYO,2026,08/06/2026,AREQUIPA,PROVINCIAL,PENAL,PENAL,DENUNCIA,DELITOS DE CIBERDELINCUENCIA,1125,1084,040101,AREQUIPA,AREQUIPA,AREQUIPA,23/06/2026
ENERO - MAYO,2026,08/06/2026,AREQUIPA,PROVINCIAL,PENAL,PENAL,DENUNCIA,DELITOS DE CORRUPCION DE FUNCIONARIOS,219,143,040101,AREQUIPA,AREQUIPA,AREQUIPA,23/06/2026
ENERO - MAYO,2026,08/06/2026,AREQUIPA,PROVINCIAL,PENAL,PENAL,DENUNCIA,DELITOS DE TRATA DE PERSONAS,77,52,040101,AREQUIPA,AREQUIPA,AREQUIPA,23/06/2026
ENERO - MAYO,2026,08/06/2026,AREQUIPA,PROVINCIAL,PENAL,PENAL,DENUNCIA,LAVADO DE ACTIVOS Y PERDIDA DE DOMINIO,56,54,040101,AREQUIPA,AREQUIPA,AREQUIPA,23/06/2026
ENERO - MAYO,2026,08/06/2026,AREQUIPA,PROVINCIAL,PENAL,PENAL,DENUNCIA,MATERIA AMBIENTAL,165,153,040101,AREQUIPA,AREQUIPA,AREQUIPA,23/06/2026
ENERO - MAYO,2026,08/06/2026,AREQUIPA,PROVINCIAL,PENAL,PENAL,DENUNCIA,VIOLENCIA CONTRA LA MUJER Y LOS INTEGRANTES DEL GRUPO FAMILIAR,7901,7622,040101,AREQUIPA,AREQUIPA,AREQUIPA,23/06/2026
ENERO - MAYO,2026,08/06/2026,AREQUIPA,PROVINCIAL,PENAL,PENAL,DENUNCIA,,23753,19816,040101,AREQUIPA,AREQUIPA,AREQUIPA,23/06/2026
ENERO - MAYO,2026,08/06/2026,AREQUIPA,PROVINCIAL,PENAL,PENAL,EXPEDIENTE,,1,1,040101,AREQUIPA,AREQUIPA,AREQUIPA,23/06/2026
ENERO - MAYO,2026,08/06/2026,AREQUIPA,PROVINCIAL,PENAL,PENAL,INVESTIGACION PREVENTIVA,MATERIA AMBIENTAL,3,2,040101,AREQUIPA,AREQUIPA,AREQUIPA,23/06/2026
ENERO - MAYO,2026,08/06/2026,AREQUIPA,PROVINCIAL,PENAL,PENAL,INVESTIGACION PREVENTIVA,,48,37,040101,AREQUIPA,AREQUIPA,AREQUIPA,23/06/2026
ENERO - MAYO,2026,08/06/2026,AREQUIPA,SUPERIOR,CIVIL,CIVIL,EXPEDIENTE,,28,25,040101,AREQUIPA,AREQUIPA,AREQUIPA,23/06/2026
ENERO - MAYO,2026,08/06/2026,AREQUIPA,SUPERIOR,FAMILIA,FAMILIA CIVIL,EXPEDIENTE,,242,187,040101,AREQUIPA,AREQUIPA,AREQUIPA,23/06/2026
ENERO - MAYO,2026,08/06/2026,AREQUIPA,SUPERIOR,FAMILIA,FAMILIA CIVIL,INCIDENTE,,5,5,040101,AREQUIPA,AREQUIPA,AREQUIPA,23/06/2026
ENERO - MAYO,2026,08/06/2026,AREQUIPA,SUPERIOR,FAMILIA,FAMILIA PENAL,EXPEDIENTE,,16,13,040101,AREQUIPA,AREQUIPA,AREQUIPA,23/06/2026
ENERO - MAYO,2026,08/06/2026,AREQUIPA,SUPERIOR,FAMILIA,FAMILIA TUTELAR,EXPEDIENTE,,22,21,040101,AREQUIPA,AREQUIPA,AREQUIPA,23/06/2026
ENERO - MAYO,2026,08/06/2026,AREQUIPA,SUPERIOR,FAMILIA,VIOLENCIA FAMILIAR,EXPEDIENTE,,551,439,040101,AREQUIPA,AREQUIPA,AREQUIPA,23/06/2026
ENERO - MAYO,2026,08/06/2026,AREQUIPA,SUPERIOR,FAMILIA,VIOLENCIA FAMILIAR,INCIDENTE,,3,1,040101,AREQUIPA,AREQUIPA,AREQUIPA,23/06/2026
ENERO - MAYO,2026,08/06/2026,AYACUCHO,PROVINCIAL,CIVIL,CIVIL,EXPEDIENTE,,8,7,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,23/06/2026
ENERO - MAYO,2026,08/06/2026,AYACUCHO,PROVINCIAL,FAMILIA,ACTOS CONTRA LA LIBERTAD SEXUAL,DENUNCIA,,38,35,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,23/06/2026
ENERO - MAYO,2026,08/06/2026,AYACUCHO,PROVINCIAL,FAMILIA,FAMILIA CIVIL,EXPEDIENTE,,235,187,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,23/06/2026
ENERO - MAYO,2026,08/06/2026,AYACUCHO,PROVINCIAL,FAMILIA,FAMILIA PENAL,DENUNCIA,,225,175,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,23/06/2026
ENERO - MAYO,2026,08/06/2026,AYACUCHO,PROVINCIAL,FAMILIA,FAMILIA PENAL,EXPEDIENTE,,42,42,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,23/06/2026
ENERO - MAYO,2026,08/06/2026,AYACUCHO,PROVINCIAL,FAMILIA,FAMILIA TUTELAR,DENUNCIA,,897,783,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,23/06/2026
ENERO - MAYO,2026,08/06/2026,AYACUCHO,PROVINCIAL,FAMILIA,FAMILIA TUTELAR,EXPEDIENTE,,58,47,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,23/06/2026
ENERO - MAYO,2026,08/06/2026,AYACUCHO,PROVINCIAL,FAMILIA,VIOLENCIA FAMILIAR,DENUNCIA,,39,32,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,23/06/2026
ENERO - MAYO,2026,08/06/2026,AYACUCHO,PROVINCIAL,FAMILIA,VIOLENCIA FAMILIAR,EXPEDIENTE,,6,6,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,23/06/2026
ENERO - MAYO,2026,08/06/2026,AYACUCHO,PROVINCIAL,PENAL,PENAL,DENUNCIA,CONTRA LA CRIMINALIDAD ORGANIZADA,47,43,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,23/06/2026
ENERO - MAYO,2026,08/06/2026,AYACUCHO,PROVINCIAL,PENAL,PENAL,DENUNCIA,DELITOS DE CORRUPCION DE FUNCIONARIOS,371,366,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,23/06/2026
ENERO - MAYO,2026,08/06/2026,AYACUCHO,PROVINCIAL,PENAL,PENAL,DENUNCIA,DELITOS DE TRAFICO ILICITO DE DROGAS,257,257,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,23/06/2026
ENERO - MAYO,2026,08/06/2026,AYACUCHO,PROVINCIAL,PENAL,PENAL,DENUNCIA,MATERIA AMBIENTAL,111,111,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,23/06/2026
ENERO - MAYO,2026,08/06/2026,AYACUCHO,PROVINCIAL,PENAL,PENAL,DENUNCIA,,11957,10542,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,23/06/2026
ENERO - MAYO,2026,08/06/2026,AYACUCHO,PROVINCIAL,PENAL,PENAL,EXPEDIENTE,DELITOS DE TRAFICO ILICITO DE DROGAS,10,2,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,23/06/2026
ENERO - MAYO,2026,08/06/2026,AYACUCHO,PROVINCIAL,PENAL,PENAL,INVESTIGACION PREVENTIVA,MATERIA AMBIENTAL,36,24,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,23/06/2026
ENERO - MAYO,2026,08/06/2026,AYACUCHO,PROVINCIAL,PENAL,PENAL,INVESTIGACION PREVENTIVA,,112,91,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,23/06/2026
ENERO - MAYO,2026,08/06/2026,AYACUCHO,PROVINCIAL,PENAL,PENAL,INVESTIGACION,,2,2,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,23/06/2026
ENERO - MAYO,2026,08/06/2026,AYACUCHO,SUPERIOR,CIVIL,CIVIL,EXPEDIENTE,,1,1,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,23/06/2026
ENERO - MAYO,2026,08/06/2026,AYACUCHO,SUPERIOR,FAMILIA,FAMILIA CIVIL,EXPEDIENTE,,9,8,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,23/06/2026
ENERO - MAYO,2026,08/06/2026,AYACUCHO,SUPERIOR,FAMILIA,FAMILIA CIVIL,INCIDENTE,,2,1,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,23/06/2026
ENERO - MAYO,2026,08/06/2026,AYACUCHO,SUPERIOR,FAMILIA,FAMILIA PENAL,EXPEDIENTE,,8,8,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,23/06/2026
ENERO - MAYO,2026,08/06/2026,AYACUCHO,SUPERIOR,FAMILIA,FAMILIA TUTELAR,EXPEDIENTE,,1,1,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,23/06/2026
ENERO - MAYO,2026,08/06/2026,AYACUCHO,SUPERIOR,FAMILIA,VIOLENCIA FAMILIAR,EXPEDIENTE,,135,133,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,23/06/2026
ENERO - MAYO,2026,08/06/2026,AYACUCHO,SUPERIOR,FAMILIA,VIOLENCIA FAMILIAR,INCIDENTE,,9,9,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,23/06/2026
ENERO - MAYO,2026,08/06/2026,AYACUCHO,SUPERIOR,PENAL,PENAL,APELACION DENUNCIA,DELITOS DE CORRUPCION DE FUNCIONARIOS,53,53,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,23/06/2026
