periodo,anio,fecha_descarga,distrito_fiscal,tipo_fiscalia,materia,especialidad,tipo_caso,especializada,ingresado,atendido,ubigeo_pjfs,dpto_pjfs,prov_pjfs,dist_pjfs,fecha_corte
ENERO - DICIEMBRE,2021,11/01/2022,AMAZONAS,PROVINCIAL,PENAL,PENAL,INVESTIGACION PREVENTIVA,MATERIA AMBIENTAL,44,44,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,AMAZONAS,PROVINCIAL,PENAL,PENAL,INVESTIGACION PREVENTIVA,,108,104,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,AMAZONAS,PROVINCIAL,PENAL,PENAL,INVESTIGACION PREVENTIVA,,341,340,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,AMAZONAS,SUPERIOR,FAMILIA,FAMILIA CIVIL,EXPEDIENTE,,4,3,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,AMAZONAS,SUPERIOR,FAMILIA,FAMILIA PENAL,EXPEDIENTE,,7,6,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,AMAZONAS,SUPERIOR,FAMILIA,FAMILIA PENAL,INCIDENTE,,1,1,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,AMAZONAS,SUPERIOR,FAMILIA,FAMILIA TUTELAR,EXPEDIENTE,,2,0,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,AMAZONAS,SUPERIOR,FAMILIA,VIOLENCIA FAMILIAR,EXPEDIENTE,,24,13,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,AMAZONAS,SUPERIOR,FAMILIA,VIOLENCIA FAMILIAR,INCIDENTE,,69,59,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,AMAZONAS,SUPERIOR,PENAL,PENAL,APELACION DENUNCIA,,622,611,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,AMAZONAS,SUPERIOR,PENAL,PENAL,APELACION EXPEDIENTE,,1,1,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,AMAZONAS,SUPERIOR,PENAL,PENAL,CONSULTAS,,106,103,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,AMAZONAS,SUPERIOR,PENAL,PENAL,DENUNCIA,,103,102,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,AMAZONAS,SUPERIOR,PENAL,PENAL,EXCLUSION FISCAL,,17,16,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,AMAZONAS,SUPERIOR,PENAL,PENAL,EXPEDIENTE,,121,113,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,AMAZONAS,SUPERIOR,PENAL,PENAL,INCIDENTE-EXPEDIENTE,,10,8,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,AMAZONAS,SUPERIOR,PENAL,PENAL,QUEJAS,,489,472,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,ANCASH,PROVINCIAL,CIVIL,CIVIL,EXPEDIENTE,,64,64,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,ANCASH,PROVINCIAL,FAMILIA,ACTOS CONTRA LA LIBERTAD SEXUAL,DENUNCIA,,27,25,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,ANCASH,PROVINCIAL,FAMILIA,FAMILIA CIVIL,EXPEDIENTE,,574,553,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,ANCASH,PROVINCIAL,FAMILIA,FAMILIA PENAL,DENUNCIA,,394,378,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,ANCASH,PROVINCIAL,FAMILIA,FAMILIA PENAL,EXPEDIENTE,,210,199,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,ANCASH,PROVINCIAL,FAMILIA,FAMILIA TUTELAR,DENUNCIA,,278,258,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,ANCASH,PROVINCIAL,FAMILIA,FAMILIA TUTELAR,EXPEDIENTE,,90,89,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,ANCASH,PROVINCIAL,FAMILIA,VIOLENCIA FAMILIAR,DENUNCIA,,45,44,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,ANCASH,PROVINCIAL,FAMILIA,VIOLENCIA FAMILIAR,EXPEDIENTE,,19,18,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,ANCASH,PROVINCIAL,PENAL,PENAL,DENUNCIA,,1,1,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,ANCASH,PROVINCIAL,PENAL,PENAL,INVESTIGACION PREVENTIVA,,318,318,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,ANCASH,PROVINCIAL,PENAL,PENAL,DENUNCIA,DELITOS DE CORRUPCION DE FUNCIONARIOS,648,623,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,ANCASH,PROVINCIAL,PENAL,PENAL,DENUNCIA,MATERIA AMBIENTAL,150,150,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,ANCASH,PROVINCIAL,PENAL,PENAL,DENUNCIA,VIOLENCIA CONTRA LA MUJER Y LOS INTEGRANTES DEL GRUPO FAMILIAR,2946,2853,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,ANCASH,PROVINCIAL,PENAL,PENAL,DENUNCIA,,14612,13863,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,ANCASH,PROVINCIAL,PENAL,PENAL,EXPEDIENTE,,16,12,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,ANCASH,PROVINCIAL,PENAL,PENAL,INVESTIGACION PREVENTIVA,MATERIA AMBIENTAL,151,151,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,ANCASH,SUPERIOR,CIVIL,CIVIL,EXPEDIENTE,,12,11,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,ANCASH,SUPERIOR,FAMILIA,FAMILIA CIVIL,EXPEDIENTE,,95,94,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,ANCASH,SUPERIOR,FAMILIA,FAMILIA CIVIL,INCIDENTE,,4,4,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,ANCASH,SUPERIOR,FAMILIA,FAMILIA PENAL,EXPEDIENTE,,41,41,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,ANCASH,SUPERIOR,FAMILIA,FAMILIA TUTELAR,EXPEDIENTE,,14,14,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,ANCASH,SUPERIOR,FAMILIA,VIOLENCIA FAMILIAR,EXPEDIENTE,,357,357,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,ANCASH,SUPERIOR,FAMILIA,VIOLENCIA FAMILIAR,INCIDENTE,,41,41,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,ANCASH,SUPERIOR,PENAL,PENAL,APELACION DENUNCIA,DELITOS DE CORRUPCION DE FUNCIONARIOS,91,91,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,ANCASH,SUPERIOR,PENAL,PENAL,APELACION DENUNCIA,,655,598,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,ANCASH,SUPERIOR,PENAL,PENAL,APELACION EXPEDIENTE,,21,21,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,ANCASH,SUPERIOR,PENAL,PENAL,CONSULTAS,DELITOS DE CORRUPCION DE FUNCIONARIOS,89,89,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,ANCASH,SUPERIOR,PENAL,PENAL,CONSULTAS,,231,231,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,ANCASH,SUPERIOR,PENAL,PENAL,DENUNCIA,DELITOS DE CORRUPCION DE FUNCIONARIOS,51,51,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,ANCASH,SUPERIOR,PENAL,PENAL,DENUNCIA,,84,76,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,ANCASH,SUPERIOR,PENAL,PENAL,EXCLUSION FISCAL,DELITOS DE CORRUPCION DE FUNCIONARIOS,9,9,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,ANCASH,SUPERIOR,PENAL,PENAL,EXCLUSION FISCAL,,21,21,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,ANCASH,SUPERIOR,PENAL,PENAL,EXPEDIENTE,DELITOS DE CORRUPCION DE FUNCIONARIOS,8,7,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,ANCASH,SUPERIOR,PENAL,PENAL,EXPEDIENTE,,42,42,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,ANCASH,SUPERIOR,PENAL,PENAL,INCIDENTE-EXPEDIENTE,,12,12,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,ANCASH,SUPERIOR,PENAL,PENAL,QUEJAS,DELITOS DE CORRUPCION DE FUNCIONARIOS,75,75,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,ANCASH,SUPERIOR,PENAL,PENAL,QUEJAS,,1189,1189,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,APURIMAC,PROVINCIAL,CIVIL,CIVIL,EXPEDIENTE,,56,52,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,APURIMAC,PROVINCIAL,FAMILIA,ACTOS CONTRA LA LIBERTAD SEXUAL,DENUNCIA,,87,84,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,APURIMAC,PROVINCIAL,FAMILIA,FAMILIA CIVIL,EXPEDIENTE,,338,327,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,APURIMAC,PROVINCIAL,FAMILIA,FAMILIA PENAL,DENUNCIA,,487,434,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,APURIMAC,PROVINCIAL,FAMILIA,FAMILIA PENAL,EXPEDIENTE,,100,89,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,APURIMAC,PROVINCIAL,FAMILIA,FAMILIA TUTELAR,DENUNCIA,,883,863,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,APURIMAC,PROVINCIAL,FAMILIA,FAMILIA TUTELAR,EXPEDIENTE,,122,100,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,APURIMAC,PROVINCIAL,FAMILIA,VIOLENCIA FAMILIAR,DENUNCIA,,210,196,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,APURIMAC,PROVINCIAL,FAMILIA,VIOLENCIA FAMILIAR,EXPEDIENTE,,6,5,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,APURIMAC,PROVINCIAL,PENAL,PENAL,DENUNCIA,CRIMINALIDAD ORGANIZADA,35,31,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,APURIMAC,PROVINCIAL,PENAL,PENAL,INVESTIGACION PREVENTIVA,,352,352,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,APURIMAC,PROVINCIAL,PENAL,PENAL,DENUNCIA,DELITOS DE CORRUPCION DE FUNCIONARIOS,247,233,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,APURIMAC,PROVINCIAL,PENAL,PENAL,DENUNCIA,MATERIA AMBIENTAL,242,236,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,APURIMAC,PROVINCIAL,PENAL,PENAL,DENUNCIA,DELITOS DE TRAFICO ILICITO DE DROGAS,41,41,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,APURIMAC,PROVINCIAL,PENAL,PENAL,DENUNCIA,,96,88,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,APURIMAC,PROVINCIAL,PENAL,PENAL,DENUNCIA,,16876,15988,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,APURIMAC,PROVINCIAL,PENAL,PENAL,EXPEDIENTE,,10,5,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,APURIMAC,PROVINCIAL,PENAL,PENAL,INVESTIGACION PREVENTIVA,MATERIA AMBIENTAL,39,37,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,APURIMAC,PROVINCIAL,PENAL,PENAL,INVESTIGACION PREVENTIVA,,184,176,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,APURIMAC,PROVINCIAL,PENAL,PENAL,DENUNCIA,,11,11,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,APURIMAC,SUPERIOR,CIVIL,CIVIL,EXPEDIENTE,,9,9,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,APURIMAC,SUPERIOR,FAMILIA,FAMILIA CIVIL,EXPEDIENTE,,17,17,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,APURIMAC,SUPERIOR,FAMILIA,FAMILIA CIVIL,INCIDENTE,,1,1,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,APURIMAC,SUPERIOR,FAMILIA,FAMILIA PENAL,EXPEDIENTE,,22,22,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,APURIMAC,SUPERIOR,FAMILIA,FAMILIA PENAL,INCIDENTE,,3,3,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,APURIMAC,SUPERIOR,FAMILIA,FAMILIA TUTELAR,EXPEDIENTE,,7,7,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,APURIMAC,SUPERIOR,FAMILIA,VIOLENCIA FAMILIAR,EXPEDIENTE,,86,86,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,APURIMAC,SUPERIOR,FAMILIA,VIOLENCIA FAMILIAR,INCIDENTE,,8,8,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,APURIMAC,SUPERIOR,PENAL,PENAL,DENUNCIA,,28,28,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,APURIMAC,SUPERIOR,PENAL,PENAL,EXCLUSION FISCAL,,3,2,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,APURIMAC,SUPERIOR,PENAL,PENAL,EXPEDIENTE,,31,31,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,APURIMAC,SUPERIOR,PENAL,PENAL,INCIDENTE-EXPEDIENTE,,23,23,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,APURIMAC,SUPERIOR,PENAL,PENAL,QUEJAS,DELITOS DE CORRUPCION DE FUNCIONARIOS,43,43,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,APURIMAC,SUPERIOR,PENAL,PENAL,QUEJAS,,617,613,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,APURIMAC,SUPERIOR,PENAL,PENAL,APELACION DENUNCIA,DELITOS DE CORRUPCION DE FUNCIONARIOS,60,60,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,APURIMAC,SUPERIOR,PENAL,PENAL,APELACION DENUNCIA,,396,386,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,APURIMAC,SUPERIOR,PENAL,PENAL,CONSULTAS,DELITOS DE CORRUPCION DE FUNCIONARIOS,24,24,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,APURIMAC,SUPERIOR,PENAL,PENAL,CONSULTAS,,67,66,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,APURIMAC,SUPERIOR,PENAL,PENAL,DENUNCIA,DELITOS DE CORRUPCION DE FUNCIONARIOS,11,11,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,AREQUIPA,PROVINCIAL,CIVIL,CIVIL,EXPEDIENTE,,39,37,040101,AREQUIPA,AREQUIPA,AREQUIPA,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,AREQUIPA,PROVINCIAL,FAMILIA,ACTOS CONTRA LA LIBERTAD SEXUAL,DENUNCIA,,131,120,040101,AREQUIPA,AREQUIPA,AREQUIPA,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,AREQUIPA,PROVINCIAL,FAMILIA,FAMILIA CIVIL,EXPEDIENTE,,1976,1848,040101,AREQUIPA,AREQUIPA,AREQUIPA,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,AREQUIPA,PROVINCIAL,FAMILIA,FAMILIA PENAL,DENUNCIA,,820,787,040101,AREQUIPA,AREQUIPA,AREQUIPA,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,AREQUIPA,PROVINCIAL,FAMILIA,FAMILIA PENAL,EXPEDIENTE,,232,227,040101,AREQUIPA,AREQUIPA,AREQUIPA,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,AREQUIPA,PROVINCIAL,FAMILIA,FAMILIA TUTELAR,DENUNCIA,,597,556,040101,AREQUIPA,AREQUIPA,AREQUIPA,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,AREQUIPA,PROVINCIAL,FAMILIA,FAMILIA TUTELAR,EXPEDIENTE,,243,235,040101,AREQUIPA,AREQUIPA,AREQUIPA,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,AREQUIPA,PROVINCIAL,FAMILIA,VIOLENCIA FAMILIAR,DENUNCIA,,47,46,040101,AREQUIPA,AREQUIPA,AREQUIPA,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,AREQUIPA,PROVINCIAL,PENAL,PENAL,DENUNCIA,CRIMINALIDAD ORGANIZADA,73,71,040101,AREQUIPA,AREQUIPA,AREQUIPA,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,AREQUIPA,PROVINCIAL,PENAL,PENAL,DENUNCIA,DELITOS DE CORRUPCION DE FUNCIONARIOS,467,360,040101,AREQUIPA,AREQUIPA,AREQUIPA,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,AREQUIPA,PROVINCIAL,PENAL,PENAL,DENUNCIA,LAVADO DE ACTIVOS Y PERDIDA DE DOMINIO,78,74,040101,AREQUIPA,AREQUIPA,AREQUIPA,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,AREQUIPA,PROVINCIAL,PENAL,PENAL,DENUNCIA,MATERIA AMBIENTAL,285,276,040101,AREQUIPA,AREQUIPA,AREQUIPA,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,AREQUIPA,PROVINCIAL,PENAL,PENAL,DENUNCIA,DELITOS DE TRATA DE PERSONAS,176,175,040101,AREQUIPA,AREQUIPA,AREQUIPA,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,AREQUIPA,PROVINCIAL,PENAL,PENAL,DENUNCIA,VIOLENCIA CONTRA LA MUJER Y LOS INTEGRANTES DEL GRUPO FAMILIAR,33526,27086,040101,AREQUIPA,AREQUIPA,AREQUIPA,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,AREQUIPA,PROVINCIAL,PENAL,PENAL,DENUNCIA,,43600,39544,040101,AREQUIPA,AREQUIPA,AREQUIPA,15/06/2023
ENERO - DICIEMBRE,2021,11/01/2022,AREQUIPA,PROVINCIAL,PENAL,PENAL,EXPEDIENTE,,13,13,040101,AREQUIPA,AREQUIPA,AREQUIPA,15/06/2023
