periodo,anio,fecha_descarga,distrito_fiscal,tipo_fiscalia,materia,especialidad,tipo_caso,especializada,ingresado,atendido,ubigeo_pjfs,dpto_pjfs,prov_pjfs,dist_pjfs,fecha_corte
ENERO - DICIEMBRE,2022,06/01/2023,ANCASH,SUPERIOR,CIVIL,CIVIL,EXPEDIENTE,,7,7,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,ANCASH,SUPERIOR,FAMILIA,FAMILIA CIVIL,EXPEDIENTE,,65,65,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,ANCASH,SUPERIOR,FAMILIA,FAMILIA CIVIL,INCIDENTE,,16,16,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,ANCASH,SUPERIOR,FAMILIA,FAMILIA PENAL,EXPEDIENTE,,38,38,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,ANCASH,SUPERIOR,FAMILIA,FAMILIA PENAL,INCIDENTE,,7,7,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,ANCASH,SUPERIOR,FAMILIA,FAMILIA TUTELAR,EXPEDIENTE,,27,27,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,ANCASH,SUPERIOR,FAMILIA,VIOLENCIA FAMILIAR,EXPEDIENTE,,222,222,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,ANCASH,SUPERIOR,FAMILIA,VIOLENCIA FAMILIAR,INCIDENTE,,86,86,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,ANCASH,SUPERIOR,PENAL,PENAL,APELACION DENUNCIA,DELITOS DE CORRUPCION DE FUNCIONARIOS,142,141,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,ANCASH,SUPERIOR,PENAL,PENAL,APELACION DENUNCIA,,659,634,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,ANCASH,SUPERIOR,PENAL,PENAL,APELACION EXPEDIENTE,,8,8,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,ANCASH,SUPERIOR,PENAL,PENAL,CONSULTAS,DELITOS DE CORRUPCION DE FUNCIONARIOS,53,53,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,ANCASH,SUPERIOR,PENAL,PENAL,CONSULTAS,,284,284,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,ANCASH,SUPERIOR,PENAL,PENAL,DENUNCIA,DELITOS DE CORRUPCION DE FUNCIONARIOS,52,52,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,ANCASH,SUPERIOR,PENAL,PENAL,DENUNCIA,,76,76,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,ANCASH,SUPERIOR,PENAL,PENAL,EXCLUSION FISCAL,DELITOS DE CORRUPCION DE FUNCIONARIOS,4,4,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,ANCASH,SUPERIOR,PENAL,PENAL,EXCLUSION FISCAL,,31,31,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,ANCASH,SUPERIOR,PENAL,PENAL,EXPEDIENTE,DELITOS DE CORRUPCION DE FUNCIONARIOS,12,6,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,ANCASH,SUPERIOR,PENAL,PENAL,EXPEDIENTE,,35,35,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,ANCASH,SUPERIOR,PENAL,PENAL,INCIDENTE-EXPEDIENTE,DELITOS DE CORRUPCION DE FUNCIONARIOS,3,3,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,ANCASH,SUPERIOR,PENAL,PENAL,INCIDENTE-EXPEDIENTE,,16,16,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,ANCASH,SUPERIOR,PENAL,PENAL,QUEJAS,DELITOS DE CORRUPCION DE FUNCIONARIOS,73,73,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,ANCASH,SUPERIOR,PENAL,PENAL,QUEJAS,,1541,1537,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,APURIMAC,PROVINCIAL,CIVIL,CIVIL,EXPEDIENTE,,109,100,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,APURIMAC,PROVINCIAL,FAMILIA,ACTOS CONTRA LA LIBERTAD SEXUAL,DENUNCIA,,31,30,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,APURIMAC,PROVINCIAL,FAMILIA,FAMILIA CIVIL,EXPEDIENTE,,462,439,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,APURIMAC,PROVINCIAL,FAMILIA,FAMILIA PENAL,DENUNCIA,,395,358,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,APURIMAC,PROVINCIAL,FAMILIA,FAMILIA PENAL,EXPEDIENTE,,153,145,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,APURIMAC,PROVINCIAL,FAMILIA,FAMILIA TUTELAR,DENUNCIA,,1035,935,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,APURIMAC,PROVINCIAL,FAMILIA,FAMILIA TUTELAR,EXPEDIENTE,,139,120,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,APURIMAC,PROVINCIAL,FAMILIA,VIOLENCIA FAMILIAR,DENUNCIA,,69,59,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,APURIMAC,PROVINCIAL,FAMILIA,VIOLENCIA FAMILIAR,EXPEDIENTE,,5,4,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,APURIMAC,PROVINCIAL,PENAL,PENAL,DENUNCIA,DELITOS DE CORRUPCION DE FUNCIONARIOS,276,261,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,APURIMAC,PROVINCIAL,PENAL,PENAL,DENUNCIA,CONTRA LA CRIMINALIDAD ORGANIZADA,40,33,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,APURIMAC,PROVINCIAL,PENAL,PENAL,DENUNCIA,MATERIA AMBIENTAL,344,325,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,APURIMAC,PROVINCIAL,PENAL,PENAL,DENUNCIA,,7,6,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,APURIMAC,PROVINCIAL,PENAL,PENAL,DENUNCIA,DELITOS DE TRAFICO ILICITO DE DROGAS,41,41,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,APURIMAC,PROVINCIAL,PENAL,PENAL,DENUNCIA,,58,53,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,APURIMAC,PROVINCIAL,PENAL,PENAL,DENUNCIA,,11851,10533,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,APURIMAC,PROVINCIAL,PENAL,PENAL,EXPEDIENTE,DELITOS DE CORRUPCION DE FUNCIONARIOS,1,0,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,APURIMAC,PROVINCIAL,PENAL,PENAL,EXPEDIENTE,,20,14,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,APURIMAC,PROVINCIAL,PENAL,PENAL,INVESTIGACION PREVENTIVA,DELITOS DE CORRUPCION DE FUNCIONARIOS,63,57,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,APURIMAC,PROVINCIAL,PENAL,PENAL,INVESTIGACION PREVENTIVA,MATERIA AMBIENTAL,37,36,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,APURIMAC,PROVINCIAL,PENAL,PENAL,INVESTIGACION PREVENTIVA,,367,367,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,APURIMAC,PROVINCIAL,PENAL,PENAL,INVESTIGACION PREVENTIVA,,63,43,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,APURIMAC,SUPERIOR,CIVIL,CIVIL,EXPEDIENTE,,10,10,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,APURIMAC,SUPERIOR,FAMILIA,FAMILIA CIVIL,EXPEDIENTE,,23,23,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,APURIMAC,SUPERIOR,FAMILIA,FAMILIA CIVIL,INCIDENTE,,3,3,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,APURIMAC,SUPERIOR,FAMILIA,FAMILIA PENAL,EXPEDIENTE,,24,24,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,APURIMAC,SUPERIOR,FAMILIA,FAMILIA PENAL,INCIDENTE,,1,1,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,APURIMAC,SUPERIOR,FAMILIA,FAMILIA TUTELAR,EXPEDIENTE,,8,8,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,APURIMAC,SUPERIOR,FAMILIA,VIOLENCIA FAMILIAR,EXPEDIENTE,,63,63,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,APURIMAC,SUPERIOR,FAMILIA,VIOLENCIA FAMILIAR,INCIDENTE,,6,6,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,APURIMAC,SUPERIOR,PENAL,PENAL,APELACION DENUNCIA,DELITOS DE CORRUPCION DE FUNCIONARIOS,56,56,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,APURIMAC,SUPERIOR,PENAL,PENAL,APELACION DENUNCIA,,531,525,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,APURIMAC,SUPERIOR,PENAL,PENAL,APELACION EXPEDIENTE,,3,3,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,APURIMAC,SUPERIOR,PENAL,PENAL,CONSULTAS,DELITOS DE CORRUPCION DE FUNCIONARIOS,12,12,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,APURIMAC,SUPERIOR,PENAL,PENAL,CONSULTAS,,102,101,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,APURIMAC,SUPERIOR,PENAL,PENAL,DENUNCIA,DELITOS DE CORRUPCION DE FUNCIONARIOS,14,14,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,APURIMAC,SUPERIOR,PENAL,PENAL,DENUNCIA,,21,21,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,APURIMAC,SUPERIOR,PENAL,PENAL,EXCLUSION FISCAL,,3,3,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,APURIMAC,SUPERIOR,PENAL,PENAL,EXPEDIENTE,,27,27,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,APURIMAC,SUPERIOR,PENAL,PENAL,INCIDENTE-EXPEDIENTE,,16,16,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,APURIMAC,SUPERIOR,PENAL,PENAL,QUEJAS,DELITOS DE CORRUPCION DE FUNCIONARIOS,37,37,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,APURIMAC,SUPERIOR,PENAL,PENAL,QUEJAS,,674,650,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,AREQUIPA,PROVINCIAL,CIVIL,CIVIL,EXPEDIENTE,,32,32,040101,AREQUIPA,AREQUIPA,AREQUIPA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,AREQUIPA,PROVINCIAL,FAMILIA,ACTOS CONTRA LA LIBERTAD SEXUAL,DENUNCIA,,156,146,040101,AREQUIPA,AREQUIPA,AREQUIPA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,AREQUIPA,PROVINCIAL,FAMILIA,FAMILIA CIVIL,EXPEDIENTE,,2398,2306,040101,AREQUIPA,AREQUIPA,AREQUIPA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,AREQUIPA,PROVINCIAL,FAMILIA,FAMILIA PENAL,DENUNCIA,,926,864,040101,AREQUIPA,AREQUIPA,AREQUIPA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,AREQUIPA,PROVINCIAL,FAMILIA,FAMILIA PENAL,EXPEDIENTE,,235,235,040101,AREQUIPA,AREQUIPA,AREQUIPA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,AREQUIPA,PROVINCIAL,FAMILIA,FAMILIA TUTELAR,DENUNCIA,,971,891,040101,AREQUIPA,AREQUIPA,AREQUIPA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,AREQUIPA,PROVINCIAL,FAMILIA,FAMILIA TUTELAR,EXPEDIENTE,,248,240,040101,AREQUIPA,AREQUIPA,AREQUIPA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,AREQUIPA,PROVINCIAL,FAMILIA,VIOLENCIA FAMILIAR,DENUNCIA,,19,18,040101,AREQUIPA,AREQUIPA,AREQUIPA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,AREQUIPA,PROVINCIAL,FAMILIA,VIOLENCIA FAMILIAR,EXPEDIENTE,,1,1,040101,AREQUIPA,AREQUIPA,AREQUIPA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,AREQUIPA,PROVINCIAL,PENAL,PENAL,DENUNCIA,DELITOS DE CORRUPCION DE FUNCIONARIOS,487,390,040101,AREQUIPA,AREQUIPA,AREQUIPA,15/06/2023
