periodo,anio,fecha_descarga,distrito_fiscal,tipo_fiscalia,materia,especialidad,tipo_caso,especilizada,ingresado,atendido,ubigeo_pjfs,dpto_pjfs,prov_pjfs,dist_pjfs,fecha_corte
ENERO - DICIEMBRE,2025,05/01/2026,AMAZONAS,PROVINCIAL,PENAL,PENAL,DENUNCIA,DELITOS DE TRAFICO ILICITO DE DROGAS,64,63,010101,AMAZONAS,AMAZONAS,CHACHAPOYAS,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,AMAZONAS,PROVINCIAL,PENAL,PENAL,DENUNCIA,MATERIA AMBIENTAL,444,444,010101,AMAZONAS,AMAZONAS,CHACHAPOYAS,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,AMAZONAS,PROVINCIAL,PENAL,PENAL,DENUNCIA,VIOLENCIA CONTRA LA MUJER Y LOS INTEGRANTES DEL GRUPO FAMILIAR,2257,2143,010101,AMAZONAS,AMAZONAS,CHACHAPOYAS,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,AMAZONAS,PROVINCIAL,PENAL,PENAL,DENUNCIA,,13126,12312,010101,AMAZONAS,AMAZONAS,CHACHAPOYAS,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,AMAZONAS,PROVINCIAL,PENAL,PENAL,INVESTIGACION PREVENTIVA,MATERIA AMBIENTAL,76,76,010101,AMAZONAS,AMAZONAS,CHACHAPOYAS,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,AMAZONAS,PROVINCIAL,PENAL,PENAL,INVESTIGACION PREVENTIVA,,448,447,010101,AMAZONAS,AMAZONAS,CHACHAPOYAS,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,AMAZONAS,SUPERIOR,CIVIL,CIVIL,EXPEDIENTE,,6,6,010101,AMAZONAS,AMAZONAS,CHACHAPOYAS,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,AMAZONAS,SUPERIOR,FAMILIA,FAMILIA CIVIL,EXPEDIENTE,,2,2,010101,AMAZONAS,AMAZONAS,CHACHAPOYAS,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,AMAZONAS,SUPERIOR,FAMILIA,FAMILIA CIVIL,INCIDENTE,,5,5,010101,AMAZONAS,AMAZONAS,CHACHAPOYAS,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,AMAZONAS,SUPERIOR,FAMILIA,FAMILIA PENAL,EXPEDIENTE,,11,9,010101,AMAZONAS,AMAZONAS,CHACHAPOYAS,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,AMAZONAS,SUPERIOR,FAMILIA,FAMILIA PENAL,INCIDENTE,,2,2,010101,AMAZONAS,AMAZONAS,CHACHAPOYAS,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,AMAZONAS,SUPERIOR,FAMILIA,FAMILIA TUTELAR,EXPEDIENTE,,2,2,010101,AMAZONAS,AMAZONAS,CHACHAPOYAS,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,AMAZONAS,SUPERIOR,FAMILIA,VIOLENCIA FAMILIAR,EXPEDIENTE,,49,45,010101,AMAZONAS,AMAZONAS,CHACHAPOYAS,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,AMAZONAS,SUPERIOR,FAMILIA,VIOLENCIA FAMILIAR,INCIDENTE,,49,46,010101,AMAZONAS,AMAZONAS,CHACHAPOYAS,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,AMAZONAS,SUPERIOR,PENAL,PENAL,APELACION DENUNCIA,,971,949,010101,AMAZONAS,AMAZONAS,CHACHAPOYAS,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,AMAZONAS,SUPERIOR,PENAL,PENAL,APELACION EXPEDIENTE,,14,14,010101,AMAZONAS,AMAZONAS,CHACHAPOYAS,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,AMAZONAS,SUPERIOR,PENAL,PENAL,CONSULTAS,,206,202,010101,AMAZONAS,AMAZONAS,CHACHAPOYAS,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,AMAZONAS,SUPERIOR,PENAL,PENAL,DENUNCIA,,43,42,010101,AMAZONAS,AMAZONAS,CHACHAPOYAS,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,AMAZONAS,SUPERIOR,PENAL,PENAL,EXCLUSION FISCAL,,16,16,010101,AMAZONAS,AMAZONAS,CHACHAPOYAS,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,AMAZONAS,SUPERIOR,PENAL,PENAL,EXPEDIENTE,,24,21,010101,AMAZONAS,AMAZONAS,CHACHAPOYAS,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,AMAZONAS,SUPERIOR,PENAL,PENAL,INCIDENTE-EXPEDIENTE,,26,20,010101,AMAZONAS,AMAZONAS,CHACHAPOYAS,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,AMAZONAS,SUPERIOR,PENAL,PENAL,QUEJAS,,548,538,010101,AMAZONAS,AMAZONAS,CHACHAPOYAS,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,ANCASH,PROVINCIAL,CIVIL,CIVIL,EXPEDIENTE,,27,24,020101,ANCASH,ANCASH,HUARAZ,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,ANCASH,PROVINCIAL,FAMILIA,ACTOS CONTRA LA LIBERTAD SEXUAL,DENUNCIA,,31,21,020101,ANCASH,ANCASH,HUARAZ,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,ANCASH,PROVINCIAL,FAMILIA,FAMILIA CIVIL,EXPEDIENTE,,821,780,020101,ANCASH,ANCASH,HUARAZ,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,ANCASH,PROVINCIAL,FAMILIA,FAMILIA PENAL,DENUNCIA,,464,427,020101,ANCASH,ANCASH,HUARAZ,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,ANCASH,PROVINCIAL,FAMILIA,FAMILIA PENAL,EXPEDIENTE,,70,69,020101,ANCASH,ANCASH,HUARAZ,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,ANCASH,PROVINCIAL,FAMILIA,FAMILIA TUTELAR,DENUNCIA,,590,564,020101,ANCASH,ANCASH,HUARAZ,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,ANCASH,PROVINCIAL,FAMILIA,FAMILIA TUTELAR,EXPEDIENTE,,76,74,020101,ANCASH,ANCASH,HUARAZ,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,ANCASH,PROVINCIAL,FAMILIA,VIOLENCIA FAMILIAR,DENUNCIA,,139,133,020101,ANCASH,ANCASH,HUARAZ,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,ANCASH,PROVINCIAL,FAMILIA,VIOLENCIA FAMILIAR,EXPEDIENTE,,2,2,020101,ANCASH,ANCASH,HUARAZ,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,ANCASH,PROVINCIAL,PENAL,PENAL,DENUNCIA,DELITOS DE CORRUPCION DE FUNCIONARIOS,790,747,020101,ANCASH,ANCASH,HUARAZ,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,ANCASH,PROVINCIAL,PENAL,PENAL,DENUNCIA,MATERIA AMBIENTAL,149,137,020101,ANCASH,ANCASH,HUARAZ,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,ANCASH,PROVINCIAL,PENAL,PENAL,DENUNCIA,VIOLENCIA CONTRA LA MUJER Y LOS INTEGRANTES DEL GRUPO FAMILIAR,3441,3361,020101,ANCASH,ANCASH,HUARAZ,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,ANCASH,PROVINCIAL,PENAL,PENAL,DENUNCIA,,18353,17788,020101,ANCASH,ANCASH,HUARAZ,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,ANCASH,PROVINCIAL,PENAL,PENAL,EXPEDIENTE,,4,3,020101,ANCASH,ANCASH,HUARAZ,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,ANCASH,PROVINCIAL,PENAL,PENAL,INVESTIGACION PREVENTIVA,MATERIA AMBIENTAL,56,56,020101,ANCASH,ANCASH,HUARAZ,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,ANCASH,PROVINCIAL,PENAL,PENAL,INVESTIGACION PREVENTIVA,,218,216,020101,ANCASH,ANCASH,HUARAZ,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,ANCASH,SUPERIOR,CIVIL,CIVIL,EXPEDIENTE,,12,11,020101,ANCASH,ANCASH,HUARAZ,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,ANCASH,SUPERIOR,FAMILIA,FAMILIA CIVIL,EXPEDIENTE,,140,138,020101,ANCASH,ANCASH,HUARAZ,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,ANCASH,SUPERIOR,FAMILIA,FAMILIA CIVIL,INCIDENTE,,1,1,020101,ANCASH,ANCASH,HUARAZ,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,ANCASH,SUPERIOR,FAMILIA,FAMILIA PENAL,EXPEDIENTE,,48,47,020101,ANCASH,ANCASH,HUARAZ,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,ANCASH,SUPERIOR,FAMILIA,FAMILIA PENAL,INCIDENTE,,2,2,020101,ANCASH,ANCASH,HUARAZ,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,ANCASH,SUPERIOR,FAMILIA,FAMILIA TUTELAR,EXPEDIENTE,,19,19,020101,ANCASH,ANCASH,HUARAZ,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,ANCASH,SUPERIOR,FAMILIA,VIOLENCIA FAMILIAR,EXPEDIENTE,,251,247,020101,ANCASH,ANCASH,HUARAZ,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,ANCASH,SUPERIOR,FAMILIA,VIOLENCIA FAMILIAR,INCIDENTE,,9,9,020101,ANCASH,ANCASH,HUARAZ,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,ANCASH,SUPERIOR,PENAL,PENAL,APELACION DENUNCIA,DELITOS DE CORRUPCION DE FUNCIONARIOS,170,170,020101,ANCASH,ANCASH,HUARAZ,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,ANCASH,SUPERIOR,PENAL,PENAL,APELACION DENUNCIA,,976,919,020101,ANCASH,ANCASH,HUARAZ,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,ANCASH,SUPERIOR,PENAL,PENAL,APELACION EXPEDIENTE,DELITOS DE CORRUPCION DE FUNCIONARIOS,42,42,020101,ANCASH,ANCASH,HUARAZ,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,ANCASH,SUPERIOR,PENAL,PENAL,APELACION EXPEDIENTE,,10,10,020101,ANCASH,ANCASH,HUARAZ,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,ANCASH,SUPERIOR,PENAL,PENAL,CONSULTAS,DELITOS DE CORRUPCION DE FUNCIONARIOS,63,63,020101,ANCASH,ANCASH,HUARAZ,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,ANCASH,SUPERIOR,PENAL,PENAL,CONSULTAS,,287,285,020101,ANCASH,ANCASH,HUARAZ,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,ANCASH,SUPERIOR,PENAL,PENAL,DENUNCIA,DELITOS DE CORRUPCION DE FUNCIONARIOS,75,74,020101,ANCASH,ANCASH,HUARAZ,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,ANCASH,SUPERIOR,PENAL,PENAL,DENUNCIA,,169,169,020101,ANCASH,ANCASH,HUARAZ,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,ANCASH,SUPERIOR,PENAL,PENAL,EXCLUSION FISCAL,DELITOS DE CORRUPCION DE FUNCIONARIOS,16,16,020101,ANCASH,ANCASH,HUARAZ,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,ANCASH,SUPERIOR,PENAL,PENAL,EXCLUSION FISCAL,,31,31,020101,ANCASH,ANCASH,HUARAZ,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,ANCASH,SUPERIOR,PENAL,PENAL,EXPEDIENTE,DELITOS DE CORRUPCION DE FUNCIONARIOS,7,4,020101,ANCASH,ANCASH,HUARAZ,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,ANCASH,SUPERIOR,PENAL,PENAL,EXPEDIENTE,,13,13,020101,ANCASH,ANCASH,HUARAZ,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,ANCASH,SUPERIOR,PENAL,PENAL,INCIDENTE-EXPEDIENTE,DELITOS DE CORRUPCION DE FUNCIONARIOS,9,7,020101,ANCASH,ANCASH,HUARAZ,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,ANCASH,SUPERIOR,PENAL,PENAL,INCIDENTE-EXPEDIENTE,,9,9,020101,ANCASH,ANCASH,HUARAZ,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,ANCASH,SUPERIOR,PENAL,PENAL,QUEJAS,DELITOS DE CORRUPCION DE FUNCIONARIOS,208,206,020101,ANCASH,ANCASH,HUARAZ,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,ANCASH,SUPERIOR,PENAL,PENAL,QUEJAS,,1407,1390,020101,ANCASH,ANCASH,HUARAZ,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,APURIMAC,PROVINCIAL,CIVIL,CIVIL,EXPEDIENTE,,53,51,030101,APURIMAC,APURIMAC,ABANCAY,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,APURIMAC,PROVINCIAL,FAMILIA,ACTOS CONTRA LA LIBERTAD SEXUAL,DENUNCIA,,9,6,030101,APURIMAC,APURIMAC,ABANCAY,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,APURIMAC,PROVINCIAL,FAMILIA,FAMILIA CIVIL,EXPEDIENTE,,518,482,030101,APURIMAC,APURIMAC,ABANCAY,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,APURIMAC,PROVINCIAL,FAMILIA,FAMILIA PENAL,DENUNCIA,,419,377,030101,APURIMAC,APURIMAC,ABANCAY,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,APURIMAC,PROVINCIAL,FAMILIA,FAMILIA PENAL,EXPEDIENTE,,100,95,030101,APURIMAC,APURIMAC,ABANCAY,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,APURIMAC,PROVINCIAL,FAMILIA,FAMILIA TUTELAR,DENUNCIA,,4519,3723,030101,APURIMAC,APURIMAC,ABANCAY,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,APURIMAC,PROVINCIAL,FAMILIA,FAMILIA TUTELAR,EXPEDIENTE,,390,371,030101,APURIMAC,APURIMAC,ABANCAY,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,APURIMAC,PROVINCIAL,FAMILIA,VIOLENCIA FAMILIAR,DENUNCIA,,27,24,030101,APURIMAC,APURIMAC,ABANCAY,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,APURIMAC,PROVINCIAL,FAMILIA,VIOLENCIA FAMILIAR,EXPEDIENTE,,1,1,030101,APURIMAC,APURIMAC,ABANCAY,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,APURIMAC,PROVINCIAL,PENAL,PENAL,DENUNCIA,CONTRA LA CRIMINALIDAD ORGANIZADA,37,34,030101,APURIMAC,APURIMAC,ABANCAY,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,APURIMAC,PROVINCIAL,PENAL,PENAL,DENUNCIA,DELITOS DE CORRUPCION DE FUNCIONARIOS,307,291,030101,APURIMAC,APURIMAC,ABANCAY,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,APURIMAC,PROVINCIAL,PENAL,PENAL,DENUNCIA,DELITOS DE TRAFICO ILICITO DE DROGAS,41,41,030101,APURIMAC,APURIMAC,ABANCAY,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,APURIMAC,PROVINCIAL,PENAL,PENAL,DENUNCIA,MATERIA AMBIENTAL,167,156,030101,APURIMAC,APURIMAC,ABANCAY,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,APURIMAC,PROVINCIAL,PENAL,PENAL,DENUNCIA,,17083,15434,030101,APURIMAC,APURIMAC,ABANCAY,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,APURIMAC,PROVINCIAL,PENAL,PENAL,EXPEDIENTE,,2,1,030101,APURIMAC,APURIMAC,ABANCAY,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,APURIMAC,PROVINCIAL,PENAL,PENAL,INVESTIGACION PREVENTIVA,MATERIA AMBIENTAL,1,1,030101,APURIMAC,APURIMAC,ABANCAY,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,APURIMAC,PROVINCIAL,PENAL,PENAL,INVESTIGACION PREVENTIVA,,360,349,030101,APURIMAC,APURIMAC,ABANCAY,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,APURIMAC,SUPERIOR,CIVIL,CIVIL,EXPEDIENTE,,1,0,030101,APURIMAC,APURIMAC,ABANCAY,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,APURIMAC,SUPERIOR,FAMILIA,FAMILIA CIVIL,EXPEDIENTE,,58,58,030101,APURIMAC,APURIMAC,ABANCAY,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,APURIMAC,SUPERIOR,FAMILIA,FAMILIA CIVIL,INCIDENTE,,1,1,030101,APURIMAC,APURIMAC,ABANCAY,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,APURIMAC,SUPERIOR,FAMILIA,FAMILIA PENAL,EXPEDIENTE,,28,28,030101,APURIMAC,APURIMAC,ABANCAY,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,APURIMAC,SUPERIOR,FAMILIA,FAMILIA PENAL,INCIDENTE,,2,2,030101,APURIMAC,APURIMAC,ABANCAY,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,APURIMAC,SUPERIOR,FAMILIA,FAMILIA TUTELAR,EXPEDIENTE,,15,15,030101,APURIMAC,APURIMAC,ABANCAY,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,APURIMAC,SUPERIOR,FAMILIA,VIOLENCIA FAMILIAR,EXPEDIENTE,,41,41,030101,APURIMAC,APURIMAC,ABANCAY,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,APURIMAC,SUPERIOR,FAMILIA,VIOLENCIA FAMILIAR,INCIDENTE,,91,91,030101,APURIMAC,APURIMAC,ABANCAY,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,APURIMAC,SUPERIOR,PENAL,PENAL,APELACION DENUNCIA,DELITOS DE CORRUPCION DE FUNCIONARIOS,79,79,030101,APURIMAC,APURIMAC,ABANCAY,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,APURIMAC,SUPERIOR,PENAL,PENAL,APELACION DENUNCIA,,645,641,030101,APURIMAC,APURIMAC,ABANCAY,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,APURIMAC,SUPERIOR,PENAL,PENAL,APELACION EXPEDIENTE,,1,1,030101,APURIMAC,APURIMAC,ABANCAY,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,APURIMAC,SUPERIOR,PENAL,PENAL,CONSULTAS,DELITOS DE CORRUPCION DE FUNCIONARIOS,9,9,030101,APURIMAC,APURIMAC,ABANCAY,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,APURIMAC,SUPERIOR,PENAL,PENAL,CONSULTAS,,85,84,030101,APURIMAC,APURIMAC,ABANCAY,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,APURIMAC,SUPERIOR,PENAL,PENAL,DENUNCIA,DELITOS DE CORRUPCION DE FUNCIONARIOS,13,13,030101,APURIMAC,APURIMAC,ABANCAY,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,APURIMAC,SUPERIOR,PENAL,PENAL,DENUNCIA,,65,65,030101,APURIMAC,APURIMAC,ABANCAY,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,APURIMAC,SUPERIOR,PENAL,PENAL,EXCLUSION FISCAL,,11,11,030101,APURIMAC,APURIMAC,ABANCAY,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,APURIMAC,SUPERIOR,PENAL,PENAL,EXPEDIENTE,,23,21,030101,APURIMAC,APURIMAC,ABANCAY,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,APURIMAC,SUPERIOR,PENAL,PENAL,INCIDENTE-EXPEDIENTE,,14,12,030101,APURIMAC,APURIMAC,ABANCAY,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,APURIMAC,SUPERIOR,PENAL,PENAL,QUEJAS,DELITOS DE CORRUPCION DE FUNCIONARIOS,35,35,030101,APURIMAC,APURIMAC,ABANCAY,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,APURIMAC,SUPERIOR,PENAL,PENAL,QUEJAS,,586,566,030101,APURIMAC,APURIMAC,ABANCAY,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,AREQUIPA,PROVINCIAL,CIVIL,CIVIL,EXPEDIENTE,,76,51,040101,AREQUIPA,AREQUIPA,AREQUIPA,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,AREQUIPA,PROVINCIAL,FAMILIA,ACTOS CONTRA LA LIBERTAD SEXUAL,DENUNCIA,,46,43,040101,AREQUIPA,AREQUIPA,AREQUIPA,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,AREQUIPA,PROVINCIAL,FAMILIA,FAMILIA CIVIL,EXPEDIENTE,,2001,1945,040101,AREQUIPA,AREQUIPA,AREQUIPA,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,AREQUIPA,PROVINCIAL,FAMILIA,FAMILIA PENAL,DENUNCIA,,1212,1095,040101,AREQUIPA,AREQUIPA,AREQUIPA,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,AREQUIPA,PROVINCIAL,FAMILIA,FAMILIA PENAL,EXPEDIENTE,,215,205,040101,AREQUIPA,AREQUIPA,AREQUIPA,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,AREQUIPA,PROVINCIAL,FAMILIA,FAMILIA TUTELAR,DENUNCIA,,975,881,040101,AREQUIPA,AREQUIPA,AREQUIPA,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,AREQUIPA,PROVINCIAL,FAMILIA,FAMILIA TUTELAR,EXPEDIENTE,,293,288,040101,AREQUIPA,AREQUIPA,AREQUIPA,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,AREQUIPA,PROVINCIAL,FAMILIA,VIOLENCIA FAMILIAR,DENUNCIA,,9,9,040101,AREQUIPA,AREQUIPA,AREQUIPA,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,AREQUIPA,PROVINCIAL,PENAL,PENAL,DENUNCIA,CONTRA LA CRIMINALIDAD ORGANIZADA,88,86,040101,AREQUIPA,AREQUIPA,AREQUIPA,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,AREQUIPA,PROVINCIAL,PENAL,PENAL,DENUNCIA,DELITOS DE CIBERDELINCUENCIA,1956,1925,040101,AREQUIPA,AREQUIPA,AREQUIPA,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,AREQUIPA,PROVINCIAL,PENAL,PENAL,DENUNCIA,DELITOS DE CORRUPCION DE FUNCIONARIOS,630,566,040101,AREQUIPA,AREQUIPA,AREQUIPA,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,AREQUIPA,PROVINCIAL,PENAL,PENAL,DENUNCIA,DELITOS DE TRATA DE PERSONAS,212,205,040101,AREQUIPA,AREQUIPA,AREQUIPA,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,AREQUIPA,PROVINCIAL,PENAL,PENAL,DENUNCIA,LAVADO DE ACTIVOS Y PERDIDA DE DOMINIO,90,85,040101,AREQUIPA,AREQUIPA,AREQUIPA,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,AREQUIPA,PROVINCIAL,PENAL,PENAL,DENUNCIA,MATERIA AMBIENTAL,366,358,040101,AREQUIPA,AREQUIPA,AREQUIPA,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,AREQUIPA,PROVINCIAL,PENAL,PENAL,DENUNCIA,VIOLENCIA CONTRA LA MUJER Y LOS INTEGRANTES DEL GRUPO FAMILIAR,18797,18406,040101,AREQUIPA,AREQUIPA,AREQUIPA,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,AREQUIPA,PROVINCIAL,PENAL,PENAL,DENUNCIA,,52883,47084,040101,AREQUIPA,AREQUIPA,AREQUIPA,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,AREQUIPA,PROVINCIAL,PENAL,PENAL,EXPEDIENTE,,1,0,040101,AREQUIPA,AREQUIPA,AREQUIPA,09/01/2026
ENERO - DICIEMBRE,2025,05/01/2026,AREQUIPA,PROVINCIAL,PENAL,PENAL,INVESTIGACION PREVENTIVA,MATERIA AMBIENTAL,22,22,040101,AREQUIPA,AREQUIPA,AREQUIPA,09/01/2026
