periodo,anio,fecha_descarga,distrito_fiscal,tipo_fiscalia,materia,especialidad,tipo_caso,especializada,ingresado,atendido,ubigeo_pjfs,dpto_pjfs,prov_pjfs,dist_pjfs,fecha_corte
ENERO - DICIEMBRE,2020,08/01/2021,ANCASH,PROVINCIAL,PENAL,PENAL,DENUNCIA,MATERIA AMBIENTAL,180,180,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
ENERO - DICIEMBRE,2020,08/01/2021,ANCASH,PROVINCIAL,PENAL,PENAL,INVESTIGACION PREVENTIVA,MATERIA AMBIENTAL,235,235,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
ENERO - DICIEMBRE,2020,08/01/2021,ANCASH,PROVINCIAL,PENAL,PENAL,INVESTIGACION PREVENTIVA,,262,262,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
ENERO - DICIEMBRE,2020,08/01/2021,ANCASH,PROVINCIAL,PENAL,PENAL,DENUNCIA,DELITOS DE CORRUPCION DE FUNCIONARIOS,666,546,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
ENERO - DICIEMBRE,2020,08/01/2021,ANCASH,PROVINCIAL,PENAL,PENAL,DENUNCIA,,12543,11762,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
ENERO - DICIEMBRE,2020,08/01/2021,ANCASH,PROVINCIAL,PENAL,PENAL,EXPEDIENTE,,18,10,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
ENERO - DICIEMBRE,2020,08/01/2021,ANCASH,SUPERIOR,CIVIL,CIVIL,EXPEDIENTE,,5,5,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
ENERO - DICIEMBRE,2020,08/01/2021,ANCASH,SUPERIOR,FAMILIA,FAMILIA CIVIL,EXPEDIENTE,,28,28,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
ENERO - DICIEMBRE,2020,08/01/2021,ANCASH,SUPERIOR,FAMILIA,FAMILIA PENAL,EXPEDIENTE,,18,18,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
ENERO - DICIEMBRE,2020,08/01/2021,ANCASH,SUPERIOR,FAMILIA,FAMILIA TUTELAR,EXPEDIENTE,,10,10,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
ENERO - DICIEMBRE,2020,08/01/2021,ANCASH,SUPERIOR,FAMILIA,VIOLENCIA FAMILIAR,EXPEDIENTE,,85,85,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
ENERO - DICIEMBRE,2020,08/01/2021,ANCASH,SUPERIOR,PENAL,PENAL,APELACION DENUNCIA,DELITOS DE CORRUPCION DE FUNCIONARIOS,52,44,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
ENERO - DICIEMBRE,2020,08/01/2021,ANCASH,SUPERIOR,PENAL,PENAL,APELACION EXPEDIENTE,DELITOS DE CORRUPCION DE FUNCIONARIOS,1,1,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
ENERO - DICIEMBRE,2020,08/01/2021,ANCASH,SUPERIOR,PENAL,PENAL,APELACION DENUNCIA,,397,393,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
ENERO - DICIEMBRE,2020,08/01/2021,ANCASH,SUPERIOR,PENAL,PENAL,APELACION EXPEDIENTE,,9,9,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
ENERO - DICIEMBRE,2020,08/01/2021,ANCASH,SUPERIOR,PENAL,PENAL,CONSULTAS,,83,83,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
ENERO - DICIEMBRE,2020,08/01/2021,ANCASH,SUPERIOR,PENAL,PENAL,QUEJAS,DELITOS DE CORRUPCION DE FUNCIONARIOS,82,82,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
ENERO - DICIEMBRE,2020,08/01/2021,ANCASH,SUPERIOR,PENAL,PENAL,CONSULTAS,DELITOS DE CORRUPCION DE FUNCIONARIOS,81,81,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
ENERO - DICIEMBRE,2020,08/01/2021,ANCASH,SUPERIOR,PENAL,PENAL,EXCLUSION FISCAL,DELITOS DE CORRUPCION DE FUNCIONARIOS,3,3,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
ENERO - DICIEMBRE,2020,08/01/2021,ANCASH,SUPERIOR,PENAL,PENAL,EXPEDIENTE,DELITOS DE CORRUPCION DE FUNCIONARIOS,15,12,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
ENERO - DICIEMBRE,2020,08/01/2021,ANCASH,SUPERIOR,PENAL,PENAL,INCIDENTE-EXPEDIENTE,DELITOS DE CORRUPCION DE FUNCIONARIOS,2,2,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
ENERO - DICIEMBRE,2020,08/01/2021,ANCASH,SUPERIOR,PENAL,PENAL,EXCLUSION FISCAL,,6,6,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
ENERO - DICIEMBRE,2020,08/01/2021,ANCASH,SUPERIOR,PENAL,PENAL,EXPEDIENTE,,34,34,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
ENERO - DICIEMBRE,2020,08/01/2021,ANCASH,SUPERIOR,PENAL,PENAL,INCIDENTE-EXPEDIENTE,,9,8,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
ENERO - DICIEMBRE,2020,08/01/2021,ANCASH,SUPERIOR,PENAL,PENAL,QUEJAS,,447,447,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
ENERO - DICIEMBRE,2020,08/01/2021,APURIMAC,PROVINCIAL,CIVIL,CIVIL,EXPEDIENTE,,23,21,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2020,08/01/2021,APURIMAC,PROVINCIAL,FAMILIA,ACTOS CONTRA LA LIBERTAD SEXUAL,DENUNCIA,,41,35,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2020,08/01/2021,APURIMAC,PROVINCIAL,FAMILIA,FAMILIA CIVIL,EXPEDIENTE,,130,110,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2020,08/01/2021,APURIMAC,PROVINCIAL,FAMILIA,FAMILIA PENAL,DENUNCIA,,298,249,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2020,08/01/2021,APURIMAC,PROVINCIAL,FAMILIA,FAMILIA PENAL,EXPEDIENTE,,92,84,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2020,08/01/2021,APURIMAC,PROVINCIAL,FAMILIA,FAMILIA TUTELAR,DENUNCIA,,597,484,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2020,08/01/2021,APURIMAC,PROVINCIAL,FAMILIA,FAMILIA TUTELAR,EXPEDIENTE,,62,52,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2020,08/01/2021,APURIMAC,PROVINCIAL,FAMILIA,VIOLENCIA FAMILIAR,DENUNCIA,,135,121,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2020,08/01/2021,APURIMAC,PROVINCIAL,FAMILIA,VIOLENCIA FAMILIAR,EXPEDIENTE,,4,4,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2020,08/01/2021,APURIMAC,PROVINCIAL,PENAL,PENAL,DENUNCIA,CRIMINALIDAD ORGANIZADA,32,24,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2020,08/01/2021,APURIMAC,PROVINCIAL,PENAL,PENAL,DENUNCIA,,5,5,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2020,08/01/2021,APURIMAC,PROVINCIAL,PENAL,PENAL,DENUNCIA,DELITOS DE CORRUPCION DE FUNCIONARIOS,294,263,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2020,08/01/2021,APURIMAC,PROVINCIAL,PENAL,PENAL,DENUNCIA,,11275,9732,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2020,08/01/2021,APURIMAC,PROVINCIAL,PENAL,PENAL,EXPEDIENTE,,18,16,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2020,08/01/2021,APURIMAC,PROVINCIAL,PENAL,PENAL,INVESTIGACION PREVENTIVA,,143,125,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2020,08/01/2021,APURIMAC,PROVINCIAL,PENAL,PENAL,DENUNCIA,DELITOS DE TRAFICO ILICITO DE DROGAS,32,31,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2020,08/01/2021,APURIMAC,PROVINCIAL,PENAL,PENAL,DENUNCIA,MATERIA AMBIENTAL,262,257,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2020,08/01/2021,APURIMAC,PROVINCIAL,PENAL,PENAL,INVESTIGACION PREVENTIVA,MATERIA AMBIENTAL,11,11,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2020,08/01/2021,APURIMAC,PROVINCIAL,PENAL,PENAL,INVESTIGACION PREVENTIVA,,318,317,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2020,08/01/2021,APURIMAC,PROVINCIAL,PENAL,PENAL,DENUNCIA,,32,29,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2020,08/01/2021,APURIMAC,SUPERIOR,CIVIL,CIVIL,EXPEDIENTE,,3,3,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2020,08/01/2021,APURIMAC,SUPERIOR,FAMILIA,FAMILIA CIVIL,EXPEDIENTE,,15,15,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2020,08/01/2021,APURIMAC,SUPERIOR,FAMILIA,FAMILIA CIVIL,INCIDENTE,,8,8,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2020,08/01/2021,APURIMAC,SUPERIOR,FAMILIA,FAMILIA PENAL,EXPEDIENTE,,19,19,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2020,08/01/2021,APURIMAC,SUPERIOR,FAMILIA,FAMILIA PENAL,INCIDENTE,,17,17,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2020,08/01/2021,APURIMAC,SUPERIOR,FAMILIA,FAMILIA TUTELAR,EXPEDIENTE,,3,3,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2020,08/01/2021,APURIMAC,SUPERIOR,FAMILIA,VIOLENCIA FAMILIAR,EXPEDIENTE,,16,16,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2020,08/01/2021,APURIMAC,SUPERIOR,FAMILIA,VIOLENCIA FAMILIAR,INCIDENTE,,6,6,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2020,08/01/2021,APURIMAC,SUPERIOR,PENAL,PENAL,APELACION DENUNCIA,DELITOS DE CORRUPCION DE FUNCIONARIOS,37,37,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2020,08/01/2021,APURIMAC,SUPERIOR,PENAL,PENAL,CONSULTAS,DELITOS DE CORRUPCION DE FUNCIONARIOS,16,16,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2020,08/01/2021,APURIMAC,SUPERIOR,PENAL,PENAL,QUEJAS,DELITOS DE CORRUPCION DE FUNCIONARIOS,30,30,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2020,08/01/2021,APURIMAC,SUPERIOR,PENAL,PENAL,APELACION DENUNCIA,,298,266,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2020,08/01/2021,APURIMAC,SUPERIOR,PENAL,PENAL,APELACION EXPEDIENTE,,1,1,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2020,08/01/2021,APURIMAC,SUPERIOR,PENAL,PENAL,CONSULTAS,,41,41,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2020,08/01/2021,APURIMAC,SUPERIOR,PENAL,PENAL,EXCLUSION FISCAL,,6,6,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2020,08/01/2021,APURIMAC,SUPERIOR,PENAL,PENAL,EXPEDIENTE,,32,26,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2020,08/01/2021,APURIMAC,SUPERIOR,PENAL,PENAL,INCIDENTE-EXPEDIENTE,,8,7,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2020,08/01/2021,APURIMAC,SUPERIOR,PENAL,PENAL,QUEJAS,,262,244,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
ENERO - DICIEMBRE,2020,08/01/2021,AREQUIPA,PROVINCIAL,CIVIL,CIVIL,EXPEDIENTE,,14,14,040101,AREQUIPA,AREQUIPA,AREQUIPA,15/06/2023
ENERO - DICIEMBRE,2020,08/01/2021,AREQUIPA,PROVINCIAL,FAMILIA,ACTOS CONTRA LA LIBERTAD SEXUAL,DENUNCIA,,39,17,040101,AREQUIPA,AREQUIPA,AREQUIPA,15/06/2023
ENERO - DICIEMBRE,2020,08/01/2021,AREQUIPA,PROVINCIAL,FAMILIA,FAMILIA CIVIL,EXPEDIENTE,,711,672,040101,AREQUIPA,AREQUIPA,AREQUIPA,15/06/2023
ENERO - DICIEMBRE,2020,08/01/2021,AREQUIPA,PROVINCIAL,FAMILIA,FAMILIA PENAL,DENUNCIA,,428,362,040101,AREQUIPA,AREQUIPA,AREQUIPA,15/06/2023
ENERO - DICIEMBRE,2020,08/01/2021,AREQUIPA,PROVINCIAL,FAMILIA,FAMILIA PENAL,EXPEDIENTE,,78,72,040101,AREQUIPA,AREQUIPA,AREQUIPA,15/06/2023
ENERO - DICIEMBRE,2020,08/01/2021,AREQUIPA,PROVINCIAL,FAMILIA,FAMILIA TUTELAR,DENUNCIA,,236,196,040101,AREQUIPA,AREQUIPA,AREQUIPA,15/06/2023
ENERO - DICIEMBRE,2020,08/01/2021,AREQUIPA,PROVINCIAL,FAMILIA,FAMILIA TUTELAR,EXPEDIENTE,,127,123,040101,AREQUIPA,AREQUIPA,AREQUIPA,15/06/2023
ENERO - DICIEMBRE,2020,08/01/2021,AREQUIPA,PROVINCIAL,FAMILIA,VIOLENCIA FAMILIAR,DENUNCIA,,3,2,040101,AREQUIPA,AREQUIPA,AREQUIPA,15/06/2023
ENERO - DICIEMBRE,2020,08/01/2021,AREQUIPA,PROVINCIAL,FAMILIA,VIOLENCIA FAMILIAR,EXPEDIENTE,,1,1,040101,AREQUIPA,AREQUIPA,AREQUIPA,15/06/2023
ENERO - DICIEMBRE,2020,08/01/2021,AREQUIPA,PROVINCIAL,PENAL,PENAL,DENUNCIA,CRIMINALIDAD ORGANIZADA,54,50,040101,AREQUIPA,AREQUIPA,AREQUIPA,15/06/2023
ENERO - DICIEMBRE,2020,08/01/2021,AREQUIPA,PROVINCIAL,PENAL,PENAL,DENUNCIA,DELITOS DE CORRUPCION DE FUNCIONARIOS,457,239,040101,AREQUIPA,AREQUIPA,AREQUIPA,15/06/2023
ENERO - DICIEMBRE,2020,08/01/2021,AREQUIPA,PROVINCIAL,PENAL,PENAL,DENUNCIA,LAVADO DE ACTIVOS Y PERDIDA DE DOMINIO,51,40,040101,AREQUIPA,AREQUIPA,AREQUIPA,15/06/2023
ENERO - DICIEMBRE,2020,08/01/2021,AREQUIPA,PROVINCIAL,PENAL,PENAL,DENUNCIA,,25201,17855,040101,AREQUIPA,AREQUIPA,AREQUIPA,15/06/2023
ENERO - DICIEMBRE,2020,08/01/2021,AREQUIPA,PROVINCIAL,PENAL,PENAL,EXPEDIENTE,,19,9,040101,AREQUIPA,AREQUIPA,AREQUIPA,15/06/2023
ENERO - DICIEMBRE,2020,08/01/2021,AREQUIPA,PROVINCIAL,PENAL,PENAL,DENUNCIA,VIOLENCIA CONTRA LA MUJER Y LOS INTEGRANTES DEL GRUPO FAMILIAR,9580,2728,040101,AREQUIPA,AREQUIPA,AREQUIPA,15/06/2023
ENERO - DICIEMBRE,2020,08/01/2021,AREQUIPA,PROVINCIAL,PENAL,PENAL,DENUNCIA,MATERIA AMBIENTAL,142,135,040101,AREQUIPA,AREQUIPA,AREQUIPA,15/06/2023
ENERO - DICIEMBRE,2020,08/01/2021,AREQUIPA,PROVINCIAL,PENAL,PENAL,INVESTIGACION PREVENTIVA,MATERIA AMBIENTAL,50,50,040101,AREQUIPA,AREQUIPA,AREQUIPA,15/06/2023
ENERO - DICIEMBRE,2020,08/01/2021,AREQUIPA,PROVINCIAL,PENAL,PENAL,INVESTIGACION PREVENTIVA,,359,359,040101,AREQUIPA,AREQUIPA,AREQUIPA,15/06/2023
ENERO - DICIEMBRE,2020,08/01/2021,AREQUIPA,SUPERIOR,CIVIL,CIVIL,EXPEDIENTE,,18,14,040101,AREQUIPA,AREQUIPA,AREQUIPA,15/06/2023
